iter	Logloss
286	0.3592192873
287	0.3591855405
288	0.3590556707
289	0.3590145281
290	0.3589935238
291	0.3589744054
292	0.3589125922
293	0.3589080031
294	0.3588979544
295	0.3588708785
296	0.3588525918
297	0.3587905346
298	0.3587417804
299	0.3586770222
300	0.3586178706
301	0.3585830377
302	0.3585337609
303	0.3584763435
304	0.3584067668
305	0.3583943555
306	0.3583285265
307	0.3583164595
308	0.358266294
309	0.3581857448
310	0.3580878446
311	0.358033161
312	0.3579628098
313	0.3579099769
314	0.3578029314
315	0.3577300958
316	0.3576826306
317	0.3576622113
318	0.3576402055
319	0.3575741495
320	0.35750451
321	0.3574723317
322	0.3573976554
323	0.3573161322
324	0.3572525485
325	0.3572290046
326	0.3571725481
327	0.3571378556
328	0.3570573968
329	0.3570272154
330	0.3569689579
331	0.3569177461
332	0.3569066764
333	0.3568726698
334	0.3567847489
335	0.3567200045
336	0.3566585278
337	0.3566055967
338	0.3565371068
339	0.3564977762
340	0.3563860301
341	0.3563393645
342	0.3562992241
343	0.3562448293
344	0.3561555432
345	0.3560433433
346	0.3559376996
347	0.3559359146
348	0.3558858425
349	0.355819163
350	0.3557794965
351	0.3557386206
352	0.3557068525
353	0.3556183786
354	0.3556092721
355	0.3555545119
356	0.3555094235
357	0.3554741327
358	0.3554582685
359	0.3554169711
360	0.3553685698
361	0.3552573164
362	0.3551894231
363	0.3551513967
364	0.355089092
365	0.3550098332
366	0.3549898057
367	0.3549347339
368	0.3548284775
369	0.3547260723
370	0.3546977879
371	0.354635413
372	0.354590003
373	0.354557445
374	0.3545082059
375	0.3544346842
376	0.3543429284
377	0.3543059281
378	0.3542329227
379	0.354201833
380	0.3541309694
381	0.3540784233
382	0.3540307758
383	0.3539631171
384	0.3538902086
385	0.35383658
386	0.3537750484
387	0.3537649938
388	0.3536828217
389	0.3536355601
390	0.3535824764
391	0.3535754936
392	0.3535277016
393	0.353488139
394	0.353334702
395	0.353295555
396	0.3531897239
397	0.3531736425
398	0.3531084964
399	0.3530923052
400	0.3530171879
401	0.3529793417
402	0.352948176
403	0.3529049002
404	0.3528530531
405	0.3528064051
406	0.3527637546
407	0.3527013824
408	0.3526388213
409	0.3526094104
410	0.3525245757
411	0.3525169156
412	0.3525014995
413	0.3524358104
414	0.3523897551
415	0.3523189035
416	0.352247992
417	0.3522305816
418	0.352157686
419	0.3520673476
420	0.3519900275
421	0.351901054
422	0.3518798749
423	0.3518438151
424	0.3518088004
425	0.3517841544
426	0.3517779739
427	0.3517029457
428	0.3516748663
429	0.3516023857
430	0.3515407457
431	0.3515011214
432	0.3514786868
433	0.3514440982
434	0.3514113925
435	0.3513944667
436	0.3512851117
437	0.3512472249
438	0.3512265094
439	0.351191124
440	0.3511047943
441	0.3510446381
442	0.3509962258
443	0.3509450069
444	0.3509089706
445	0.3508040029
446	0.3507579783
447	0.350694918
448	0.3506733313
449	0.3506213673
450	0.3505562413
451	0.3504918726
452	0.3503877468
453	0.3503117849
454	0.3502820859
455	0.3502023438
456	0.3501938838
457	0.3501762154
458	0.3501641872
459	0.3501330318
460	0.3501113868
461	0.3500496186
462	0.3500329617
463	0.3499972321
464	0.3499521858
465	0.3498759683
466	0.3498399619
467	0.3498163623
468	0.3497889433
469	0.3497293577
470	0.3496944626
471	0.349671989
472	0.3496387897
473	0.3495642735
474	0.3495243311
475	0.3495122358
476	0.3495011632
477	0.3494563153
478	0.3493977405
479	0.3493291932
480	0.3492769988
481	0.3492025283
482	0.3491066162
483	0.3490393444
484	0.348984045
485	0.3489681807
486	0.3489106282
487	0.3488769324
488	0.348817795
489	0.3487956282
490	0.3487747369
491	0.3487614919
492	0.3486992042
493	0.3486796096
494	0.348620295
495	0.3486104996
496	0.3485752094
497	0.3485529198
498	0.3484709272
499	0.34844981
500	0.3484276936
501	0.3483900205
502	0.3483444815
503	0.3483205488
504	0.3482941311
505	0.3482251194
506	0.3482133616
507	0.3481558468
508	0.3481150904
509	0.3480865462
510	0.3480593714
511	0.3479855938
512	0.3478801616
513	0.3478543682
514	0.3477876185
515	0.3477693616
516	0.3477046331
517	0.347682941
518	0.34755988
519	0.3475385846
520	0.3475107729
521	0.3474502675
522	0.3474441469
523	0.3473918786
524	0.3473177124
525	0.3472810181
526	0.3472613275
527	0.3472170596
528	0.3471934148
529	0.3471735317
530	0.347144689
531	0.3470825411
532	0.3470466547
533	0.3470287221
534	0.3469713636
535	0.3469093272
536	0.346898539
537	0.3468457015
538	0.3468086863
539	0.3467902725
540	0.3467228061
541	0.3466993705
542	0.346656092
543	0.3465950125
544	0.3465753849
545	0.3464757121
546	0.3464660548
547	0.34645004
548	0.3464166248
549	0.3463806277
550	0.3463592649
551	0.3462632816
552	0.3462280519
553	0.346214885
554	0.346193364
555	0.3461617818
556	0.346147368
557	0.3460951827
558	0.3460665194
559	0.3460436393
560	0.346022367
561	0.3459355939
562	0.345907723
563	0.3458890629
564	0.3458111096
565	0.3457864063
566	0.3457444424
567	0.3456941999
568	0.3456623121
569	0.3456042599
570	0.3455591725
571	0.3455523478
572	0.345449907
573	0.3453595853
574	0.3453219375
575	0.3452679387
576	0.3452451597
577	0.3451871939
578	0.3451020847
579	0.3450420409
580	0.3449850855
581	0.3449738621
582	0.344937481
583	0.34491806
584	0.3448786584
585	0.3448594841
586	0.3447998357
587	0.3447111071
588	0.3446303061
589	0.3445268287
590	0.3445237821
591	0.3445083014
592	0.344500507
593	0.344432995
594	0.3443814827
595	0.3443362282
596	0.3442692474
597	0.3442347732
598	0.3442226298
599	0.3441694285
